device,family,model,quant,mmproj,bound,tok,img,iou,encode_ms,decode_ms,prompt_eval_ms,prompt_tokens,gen_ms,n_tokens,tok_per_sec,load_ms,ttft_ms,ok,note
s25,q3vl,2B,Q4_0,F16,max,32,000000329219.jpg,0.4102,472,138,1101.62,115,1053.94,39,37.0,901.83,1738.647027027027,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000333745.jpg,0.4355,422,128,1018.8,115,965.19,39,40.41,1191.42,1593.5463499133878,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000365642.jpg,0.4693,432,124,990.94,115,908.48,39,42.93,1146.69,1570.233733985558,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000383606.jpg,0.1210,431,119,992.45,115,877.7,39,44.43,1144.57,1564.9573148773352,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000384808.jpg,0.0000,420,125,999.93,115,857.22,38,44.33,1173.88,1567.4880870742159,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000393569.jpg,0.2665,465,136,1099.12,115,993.88,39,39.24,904.39,1725.6041997961263,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000394199.jpg,0.5488,471,136,1110.38,115,1049.78,39,37.15,948.09,1744.2979004037686,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000425226.jpg,0.6045,467,131,1080.38,115,941.68,39,41.42,1727.58,1702.5229261226461,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000458992.jpg,0.5082,491,132,1123.5,115,1068.02,38,35.58,956.9,1774.605677346824,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000464476.jpg,0.2233,475,133,1109.05,115,905.28,37,40.87,1288.02,1741.5178248103743,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000465129.jpg,0.3419,427,123,1021.35,115,876.3,39,44.51,1216.44,1593.8168613794653,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000481386.jpg,0.5586,419,129,1019.23,115,888.69,39,43.88,1165.48,1590.0194257064722,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000481567.jpg,0.2967,460,135,1087.66,115,939.78,39,41.5,1238.64,1706.7563855421688,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000481573.jpg,0.2266,438,139,1033.38,116,919.44,39,42.42,1166.57,1633.9537859500238,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000484415.jpg,0.0000,424,123,1002.35,115,178.28,8,44.87,1196.01,1571.6366057499442,1,no bbox in generated output
s25,q3vl,2B,Q4_0,F16,max,32,000000485844.jpg,0.4574,423,122,1001.38,115,925.63,39,42.13,1234.47,1570.116055067648,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000492937.jpg,0.4355,511,153,1161.95,116,1047.46,37,35.32,960.09,1854.262570781427,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000520910.jpg,0.1368,469,135,1084.86,115,947.5,39,41.16,828.93,1713.1554324586978,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000527750.jpg,0.2792,460,126,1086.2,115,950.91,39,41.01,1233.71,1696.5842965130457,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000546976.jpg,0.4492,531,147,1203.05,115,1114.58,39,34.99,961.23,1909.6295941697626,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000565045.jpg,0.0000,421,114,985.54,115,89.49,4,44.7,1162.33,1542.9113646532437,1,no bbox in generated output
s25,q3vl,2B,Q4_0,F16,max,32,000000570834.jpg,0.4302,422,122,1000.65,115,878.21,39,44.41,1162.65,1567.167451024544,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000579321.jpg,0.3262,475,139,1110.84,115,941.59,37,39.3,898.91,1750.285292620865,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000579902.jpg,0.6181,517,174,1169.59,121,871.95,39,44.73,1182.79,1882.9463603845293,1,
s25,q3vl,2B,Q4_0,F16,max,32,000000580294.jpg,0.5475,456,126,1072.79,115,972.45,39,40.1,859.8,1679.7276558603492,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000002532.jpg,0.2327,1078,294,1877.99,145,1121.76,39,34.77,866.73,3278.7504256542993,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000003156.jpg,0.5171,1012,268,1769.69,145,928.91,38,40.91,1193.73,3074.133901246639,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000017899.jpg,0.4921,1114,294,1919.15,145,1141.88,39,34.15,1231.48,3356.4325768667645,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000030828.jpg,0.0000,1010,282,1784.45,145,103.76,4,38.55,1241.65,3102.3903372243835,1,no bbox in generated output
s25,q3vl,2B,Q4_0,F16,max,64,000000037670.jpg,0.1805,1071,294,1873.22,145,990.11,38,38.38,1295.49,3264.2752371026577,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000054654.jpg,0.4880,1221,336,2073.42,151,1055.12,39,36.96,1236.75,3657.476277056277,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000093437.jpg,0.4761,1347,380,2300.45,151,1218.82,38,31.18,1011.39,4059.521840923669,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000108026.jpg,0.6478,998,283,1757.41,145,929.43,38,40.89,1220.06,3062.8658571777937,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000123480.jpg,0.4779,1023,292,1817.31,145,1025.89,39,38.02,1236.83,3158.6119463440295,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000144333.jpg,0.3554,1070,296,1869.45,145,1102.78,39,35.37,1247.54,3263.7225473565168,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000170099.jpg,0.5952,1088,309,1909.24,145,962.43,38,39.48,1237.76,3331.5692806484294,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000173008.jpg,0.5744,1121,296,1979.19,145,1101.34,39,35.41,1436.17,3424.430609997176,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000187243.jpg,0.5309,1009,290,1808.24,145,940.47,39,41.47,1244.76,3131.3538172172653,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000202228.jpg,0.3757,1119,295,1921.64,145,1115.44,39,34.96,976.31,3364.2441189931355,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000210299.jpg,0.4086,1067,294,1864.5,145,1045.02,39,37.32,1237.2,3252.295284030011,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000223747.jpg,0.3590,1025,292,1817.22,145,962.89,39,40.5,1240.25,3158.9113580246917,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000226408.jpg,0.4914,1072,297,1871.71,145,1006.23,38,37.76,1251.68,3267.1930508474575,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000233370.jpg,0.4410,1065,297,1854.97,145,998.6,38,38.05,1244.09,3243.2512089356114,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000243204.jpg,0.5693,1527,407,2618.98,145,1414.39,38,26.87,1216.98,4590.196226274656,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000261888.jpg,0.3089,1221,339,2135.82,145,1240.39,39,31.44,982.2,3727.6266157760815,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000262895.jpg,0.6598,1039,298,1845.13,145,974.87,37,37.95,1263.55,3208.48046113307,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000281032.jpg,0.5869,1010,289,1793.32,145,935.6,39,41.68,1241.23,3116.3123224568135,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000289343.jpg,0.2826,1114,299,1934.78,147,1037.88,39,37.58,1306.95,3374.389898882384,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000297353.jpg,0.8786,1549,405,2570.61,155,1367.22,39,28.53,1103.03,4559.6608236943575,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000314177.jpg,0.3759,1497,404,2583.97,145,1398.74,39,27.88,1236.93,4520.83800573888,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000329219.jpg,0.5236,1223,336,2135.28,145,1155.92,37,32.01,1338.58,3725.5202374258047,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000333745.jpg,0.4437,1113,297,1913.2,145,941.42,39,41.43,1231.04,3347.3370987207336,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000365642.jpg,0.4328,1344,366,2323.91,145,1286.95,39,30.3,1103.72,4066.913300330033,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000383606.jpg,0.2326,1224,328,2129.38,145,1221.33,39,31.93,1018.18,3712.6985092389605,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000384808.jpg,0.3509,1019,291,1821.74,145,995.96,39,39.16,1240.56,3157.2762614913177,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000393569.jpg,0.1699,1221,340,2135.44,145,1220.21,39,31.96,1033.97,3727.7291113892366,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000394199.jpg,0.5084,1118,296,1928.61,145,1171.22,39,33.3,963.73,3372.6400300300297,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000425226.jpg,0.5227,982,287,1737.5,145,975.54,39,39.98,1166.05,3031.5125062531265,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000458992.jpg,0.5531,1031,295,1830.91,145,1010.32,38,37.61,1318.05,3183.498673225206,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000464476.jpg,0.3208,1118,298,1934.68,145,1123.31,39,34.72,1233.7,3379.4818433179726,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000465129.jpg,0.4789,1029,296,1821.02,145,941.95,39,41.4,1239.33,3170.174589371981,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000481386.jpg,0.3792,1109,300,1920.6,145,1012.91,39,38.5,1237.19,3355.574025974026,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000481567.jpg,0.4122,1022,295,1816.34,145,974.15,39,40.03,1236.42,3158.321264051961,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000481573.jpg,0.3447,1261,336,2169.91,147,1212.14,39,32.17,1007.97,3797.9948616723655,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000484415.jpg,0.4250,998,278,1781.09,145,976.7,39,39.93,1234.12,3082.1338266967196,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000485844.jpg,0.4925,1031,301,1835.66,145,986.83,39,39.52,1234.53,3192.9636437246963,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000492937.jpg,0.7719,1295,333,2143.6,155,1101.21,38,34.51,1237.2,3800.577108084613,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000520910.jpg,0.0083,1068,296,1862.43,145,1028.51,39,37.92,1233.62,3252.801308016878,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000527750.jpg,0.1681,1074,291,1870.18,145,1053.97,39,37.0,1235.95,3262.2070270270274,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000546976.jpg,0.5230,1063,295,1856.7,145,1047.04,39,37.25,1227.75,3241.5456375838926,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000565045.jpg,0.0000,1066,289,1852.29,145,1013.96,39,38.46,1230.75,3233.2910400416017,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000570834.jpg,0.4080,1037,283,1821.55,145,951.39,39,40.99,1242.28,3165.946194193706,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000579321.jpg,0.7543,1225,367,2097.31,154,984.69,37,37.58,1245.17,3715.919898882384,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000579902.jpg,0.5057,1143,302,1955.18,147,1032.28,39,37.78,950.12,3426.649031233457,1,
s25,q3vl,2B,Q4_0,F16,max,64,000000580294.jpg,0.6558,1164,312,2001.85,145,1131.01,38,33.6,1270.27,3507.6119047619045,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000002532.jpg,0.1315,1774,485,2773.83,179,1059.16,39,36.82,1293.0,5059.989152634438,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000003156.jpg,0.6406,1855,481,2875.72,179,1108.57,37,33.38,1258.87,5241.678058717795,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000017899.jpg,0.7037,1775,482,2773.13,179,974.1,37,37.98,1428.59,5056.459647182728,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000030828.jpg,0.0000,1635,446,2567.56,179,901.3,36,39.94,1240.09,4673.597556334501,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000037670.jpg,0.2089,1769,482,2772.07,179,1043.95,37,35.44,917.91,5051.286704288938,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000054654.jpg,0.6605,1641,431,2601.26,175,1015.83,39,38.39,1255.22,4699.308450117218,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000093437.jpg,0.5073,1833,516,2871.27,182,1004.72,38,37.82,1306.74,5246.711036488631,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000108026.jpg,0.6289,1803,478,2793.48,179,1054.45,39,36.99,1265.3,5101.514333603676,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000123480.jpg,0.5997,2226,590,3443.58,179,1433.7,39,27.2,1125.6,6296.344705882353,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000144333.jpg,0.3163,1804,442,2758.26,175,1046.56,39,37.27,1253.24,5031.091231553529,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000170099.jpg,0.6175,1768,486,2767.6,179,1029.11,38,36.93,1263.17,5048.678256160304,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000173008.jpg,0.5827,1854,480,2838.55,179,1160.68,39,33.6,1258.81,5202.311904761905,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000187243.jpg,0.7612,1697,478,2677.11,179,918.98,37,40.26,1247.71,4876.948549428714,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000202228.jpg,0.3876,1692,477,2682.76,179,1011.36,39,38.56,1253.13,4877.693609958506,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000210299.jpg,0.4466,1894,487,2889.65,179,1034.37,39,37.7,1250.84,5297.175198938991,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000223747.jpg,0.3851,1765,464,2755.17,179,1020.67,39,38.21,1119.63,5010.34115938236,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000226408.jpg,0.2981,1779,479,2772.36,179,1034.48,38,36.73,1317.02,5057.585701061803,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000233370.jpg,0.5733,2036,540,3154.87,179,1178.67,38,32.24,1053.14,5761.887369727047,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000243204.jpg,0.5368,1627,452,2564.69,179,994.87,40,40.21,1251.2,4668.559435463815,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000261888.jpg,0.2852,2126,540,3291.64,175,1334.04,39,29.23,1020.77,5991.851426616489,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000262895.jpg,0.6711,1629,441,2564.99,179,915.07,37,40.43,1224.45,4659.724108335395,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000281032.jpg,0.4968,1782,481,2782.6,179,1031.2,39,37.82,1320.57,5072.041036488631,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000289343.jpg,0.2799,1963,512,3103.58,171,1322.28,39,29.49,1018.5,5612.48979993218,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000297353.jpg,0.8496,1647,437,2597.1,172,1030.68,39,37.84,1251.73,4707.527061310782,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000314177.jpg,0.4297,1699,482,2682.54,179,980.14,39,39.79,1296.69,4888.67194269917,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000329219.jpg,0.4482,2503,659,3866.97,179,1438.39,38,26.42,1244.61,7066.82011355034,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000333745.jpg,0.3829,1996,545,3096.51,179,1198.82,39,32.53,918.34,5668.250854595758,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000365642.jpg,0.4467,1978,488,3056.27,175,1212.89,39,32.15,1047.03,5553.374199066874,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000383606.jpg,0.2749,1896,488,2921.13,179,1065.62,39,36.6,1248.32,5332.452404371585,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000384808.jpg,0.3286,2267,581,3484.3,179,1346.9,39,28.96,1026.61,6366.830386740332,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000393569.jpg,0.2201,1697,481,2688.14,179,1002.8,39,38.89,1251.07,4891.8535510413985,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000394199.jpg,0.6498,2052,548,3193.24,179,1239.5,38,30.66,1213.75,5825.8557860404435,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000425226.jpg,0.5842,1770,479,2762.26,179,999.68,39,39.01,1237.64,5036.894452704435,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000458992.jpg,0.8403,1694,477,2678.27,179,890.42,35,39.31,1277.19,4874.7088196387695,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000464476.jpg,0.4965,1779,480,2807.61,179,1071.04,39,36.41,1367.13,5094.074982147762,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000465129.jpg,0.5274,2217,596,3442.5,179,1305.79,39,29.87,1133.32,6288.978406427854,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000481386.jpg,0.5487,1778,473,2769.65,179,1048.46,39,37.2,1202.6,5047.531720430107,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000481567.jpg,0.5001,2243,765,3688.49,179,1209.87,39,32.23,1116.8,6727.516993484332,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000481573.jpg,0.6893,2311,542,3512.15,172,1327.9,39,29.37,1240.82,6399.19834865509,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000484415.jpg,0.6256,1456,380,2317.2,171,902.32,37,41.01,1290.78,4177.584296513045,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000485844.jpg,0.5481,1698,478,2680.91,179,1001.71,39,38.93,1251.15,4882.597130747496,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000492937.jpg,0.7891,1913,507,3013.67,172,1230.49,38,30.88,1048.96,5466.053419689119,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000520910.jpg,0.0659,1747,449,2705.61,179,956.51,39,40.77,1261.69,4926.137839097376,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000527750.jpg,0.0929,1696,478,2685.77,179,1019.46,39,38.26,1263.15,4885.906957658129,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000546976.jpg,0.5535,2532,657,3894.45,179,1462.55,39,26.67,1268.66,7120.945313085864,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000565045.jpg,0.0000,2073,498,3169.43,175,1266.62,40,31.58,1428.94,5772.095611146296,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000570834.jpg,0.3880,1843,481,2831.48,179,1164.01,39,33.5,1282.6,5185.330746268656,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000579321.jpg,0.6667,1767,479,2765.89,179,979.61,37,37.77,1361.12,5038.366039184538,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000579902.jpg,0.4554,2608,684,3989.99,181,1399.6,39,27.87,1257.24,7317.870875493361,1,
s25,q3vl,2B,Q4_0,F16,max,96,000000580294.jpg,0.6712,1766,483,2761.03,179,1009.05,38,37.66,1260.04,5036.58337227828,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000002532.jpg,0.1980,68856,17670,87867.43,1127,2425.9,39,16.08,1255.81,174455.61905472635,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000003156.jpg,0.6674,65136,16166,82501.75,1144,2205.07,36,16.33,1583.19,163864.98698714023,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000017899.jpg,0.6869,67834,15121,84211.76,1127,2151.8,36,16.73,1677.42,167226.53286312014,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000030828.jpg,0.0000,73935,19391,94766.44,1171,2799.31,39,13.93,1460.92,188164.22750897345,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000037670.jpg,0.7241,69019,19710,90160.95,1127,2760.77,39,14.13,1131.22,178960.72140835103,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000054654.jpg,0.4360,75683,19480,96568.33,1157,2688.36,38,14.14,1353.32,191802.05135785008,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000093437.jpg,0.5223,72617,16474,90373.79,1166,2292.74,38,16.57,1670.65,179525.14003017498,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000108026.jpg,0.6679,75679,18594,95514.18,1171,2335.63,38,16.27,1467.92,189848.6428149969,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000123480.jpg,0.5568,64429,15662,81258.72,1127,2359.22,39,16.53,1595.01,161410.2160677556,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000144333.jpg,0.3561,73795,18636,93600.85,1171,2392.9,39,16.3,1432.92,186093.19969325155,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000170099.jpg,0.7084,69045,16442,86664.22,1155,2325.33,37,15.91,1383.37,172214.07355122565,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000173008.jpg,0.6548,72968,20098,94471.96,1127,2768.48,39,14.09,1452.34,187608.9323207949,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000187243.jpg,0.7261,78423,18000,97862.65,1127,2456.11,37,15.06,1881.35,194352.05106241698,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000202228.jpg,0.4615,66789,20250,88455.0,1127,2729.13,39,14.29,1442.76,175563.97900629812,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000210299.jpg,0.4913,68318,15535,85130.79,1127,2324.93,39,16.77,1838.3,169043.4202921884,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000223747.jpg,0.5304,74887,21014,97343.17,1155,2801.01,39,13.92,1474.48,193316.00908045974,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000226408.jpg,0.2699,71240,16349,88916.18,1155,2297.24,38,16.54,1850.9,176565.63949214027,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000233370.jpg,0.6312,89747,21564,113021.33,1171,2727.46,38,13.93,2385.51,224404.11750897346,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000243204.jpg,0.5584,66511,17801,85588.97,1127,2567.08,38,14.8,1365.26,169968.53756756758,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000261888.jpg,0.3462,72772,16683,90792.21,1171,2369.12,39,16.46,1447.76,180307.9633414338,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000262895.jpg,0.6663,70383,18823,90489.06,1171,2538.28,37,14.58,1269.84,179763.64710562414,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000281032.jpg,0.5684,72466,18741,92394.57,1171,2439.54,39,15.99,1527.56,183664.10908692933,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000289343.jpg,0.1450,71335,16651,89279.51,1171,2362.01,39,16.51,1672.75,177326.07935190795,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000297353.jpg,0.9394,73457,20078,94978.12,1115,2685.89,38,14.15,1569.24,188583.79137809188,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000314177.jpg,0.3797,66761,19202,87461.08,1127,2756.6,39,14.15,1467.71,173494.7513780919,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000329219.jpg,0.6480,72640,16091,90067.77,1171,2235.61,37,16.55,1461.07,178859.1929607251,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000333745.jpg,0.4943,82453,21388,105363.67,1171,2873.27,39,13.57,1632.43,209278.3619675755,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000365642.jpg,0.4567,79957,21576,102976.68,1171,2894.82,39,13.47,1462.58,204583.91904974016,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000383606.jpg,0.4305,72520,20307,94276.23,1127,2773.57,39,14.06,1541.99,187174.35375533428,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000384808.jpg,0.3224,67304,15641,84170.86,1127,2344.71,38,16.21,1455.58,167177.5503146206,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000393569.jpg,0.4125,77299,20319,99076.29,1127,2861.47,39,13.63,1570.22,196767.65757153337,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000394199.jpg,0.7293,67978,15749,85042.2,1127,2360.34,39,16.52,1455.25,168829.73268765135,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000425226.jpg,0.6386,65096,15243,81492.04,1127,2329.22,39,16.74,1366.41,161890.77715651132,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000458992.jpg,0.7001,66835,15566,83619.39,1127,2097.53,35,16.69,1452.64,166080.3061174356,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000464476.jpg,0.6264,67961,15694,84969.13,1127,2404.32,39,16.22,1465.66,168685.7822811344,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000465129.jpg,0.5922,63711,15352,80245.12,1127,2361.58,39,16.51,1165.54,159368.68935190793,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000481386.jpg,0.4501,72790,16707,90833.1,1171,2380.21,39,16.39,1453.55,180391.11281269067,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000481567.jpg,0.5364,64587,15747,81522.95,1127,2328.29,39,16.75,1556.64,161916.65149253732,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000481573.jpg,0.9411,81301,20836,103644.04,1147,2784.41,39,14.01,1674.77,205852.41758743752,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000484415.jpg,0.7334,71442,17675,90457.24,1127,2497.86,37,14.81,1245.32,179641.761944632,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000485844.jpg,0.5861,68345,19241,88883.43,1144,2651.18,39,14.71,1460.21,176537.4109653297,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000492937.jpg,0.9455,65053,15252,81614.77,1115,2261.49,38,16.8,1864.73,161979.29380952384,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000520910.jpg,0.0280,70624,18845,90779.97,1171,2679.47,39,14.56,1494.7,180317.6513186813,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000527750.jpg,0.1036,71707,20792,93912.51,1171,2931.99,39,13.3,1373.3,186486.69796992483,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000546976.jpg,0.6081,68073,15268,84611.93,1127,2255.74,38,16.85,1665.79,168012.2771810089,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000565045.jpg,0.0000,82248,21556,105290.6,1171,2807.3,39,13.89,1526.86,209166.59424046078,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000570834.jpg,0.4163,68092,15712,85122.17,1127,2319.24,39,16.82,1845.57,168985.62303210463,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000579321.jpg,0.7528,71473,15986,88656.45,1164,2244.8,37,16.48,1568.71,176176.1296116505,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000579902.jpg,0.5173,67796,16053,85035.68,1141,2339.43,39,16.67,1539.59,168944.6680023995,1,
s25,q3vl,2B,Q4_0,F16,min,1024,000000580294.jpg,0.6083,79974,20829,102263.55,1144,2732.74,38,13.91,1633.22,203138.44072609633,1,
s25,q3vl,2B,Q4_0,F16,min,256,000000002532.jpg,0.2074,10442,2398,13600.86,391,1572.37,39,24.8,1250.75,26481.182580645163,1,
s25,q3vl,2B,Q4_0,F16,min,256,000000003156.jpg,0.6759,7901,1827,10421.26,371,1352.49,37,27.36,1738.47,20185.80970760234,1,
s25,q3vl,2B,Q4_0,F16,min,256,000000017899.jpg,0.6930,8104,2395,11171.36,391,1465.48,36,24.57,1306.21,21711.060040700042,1,
