device,family,model,quant,mmproj,bound,tok,img,iou,encode_ms,decode_ms,prompt_eval_ms,prompt_tokens,gen_ms,n_tokens,tok_per_sec,load_ms,ttft_ms,ok,note
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000481386.jpg,0.3546,2025,2585,8984.0,145,9389.17,39,4.15,648.66,13834.963855421687,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000481567.jpg,0.3945,2025,2584,8981.66,145,5790.86,39,6.73,643.92,13739.248410104012,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000481573.jpg,0.5181,2095,2673,9149.04,147,8685.55,39,4.49,653.46,14139.757149220492,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000484415.jpg,0.6189,2029,2581,8988.49,145,9806.75,37,3.77,659.54,13863.74198938992,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000485844.jpg,0.5051,2022,2584,18773.18,145,13455.44,39,2.9,648.92,23724.007586206895,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000492937.jpg,0.8204,2379,3046,13489.47,155,13171.93,38,2.88,651.46,19261.692222222224,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000520910.jpg,0.0000,2025,2570,8969.8,145,11297.21,39,3.45,650.88,13854.655072463767,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000527750.jpg,0.2512,12179,12229,45046.74,145,13452.8,39,2.9,2269.31,69799.56758620689,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000546976.jpg,0.5529,2022,2585,9731.2,145,13519.25,39,2.88,650.65,14685.422222222223,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000565045.jpg,0.0000,2026,2586,8989.76,145,7512.86,40,5.32,648.14,13789.72992481203,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000570834.jpg,0.4186,2025,2583,13210.07,145,13480.52,39,2.89,651.4,18164.090761245676,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000579321.jpg,0.7191,2347,2997,9694.0,154,8405.98,37,4.4,649.55,15265.272727272728,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000579902.jpg,0.4138,2091,2675,10941.84,147,13531.67,39,2.88,651.08,16055.062222222223,1,
fp5,q3vl,2B,Q4_0,Q8_0,max,64,000000580294.jpg,0.5013,2040,2573,9084.79,145,13845.22,40,2.89,650.64,14043.810761245675,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000002532.jpg,0.2003,138589,118040,261361.3,1127,4664.55,39,8.36,640.05,518109.91722488037,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000003156.jpg,0.6643,130590,117088,260755.02,1144,8577.44,36,4.2,643.2,508671.1152380953,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000017899.jpg,0.6931,141707,122538,268968.84,1127,4258.86,36,8.45,659.17,533332.1831952664,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000030828.jpg,0.0000,150164,118980,282287.06,1171,14746.93,39,2.64,671.88,551809.8478787879,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000037670.jpg,0.7290,133306,108334,255369.44,1127,12881.15,39,3.03,637.68,497339.4730033003,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000054654.jpg,0.4317,136166,121111,270391.22,1157,14778.85,38,2.57,630.57,528057.3250583657,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000093437.jpg,0.5394,150965,116879,272593.14,1166,4501.24,38,8.44,632.49,540555.6234123223,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000108026.jpg,0.6613,146916,120818,272485.65,1171,12007.38,38,3.16,639.68,540536.1056962026,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000123480.jpg,0.5255,137936,114632,257306.32,1127,11798.0,39,3.31,633.08,510176.4348036254,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000144333.jpg,0.3661,149912,120912,275571.37,1171,4600.38,39,8.48,631.13,546513.2945283019,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000170099.jpg,0.7056,144845,123895,273466.34,1155,13147.38,37,2.81,651.03,542562.2118861211,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000173008.jpg,0.6504,134595,122874,262208.56,1127,4643.58,39,8.4,641.35,519796.60761904763,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000187243.jpg,0.7291,132555,115280,253106.93,1127,4378.9,37,8.45,662.69,501060.27319526626,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000202228.jpg,0.4586,147080,115313,267125.75,1127,4645.09,39,8.4,654.8,529637.7976190476,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000210299.jpg,0.4908,135070,115722,255528.68,1127,14940.19,39,2.61,656.78,506703.8217624521,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000223747.jpg,0.5156,151880,117575,282573.08,1155,14822.44,39,2.63,1799.01,552408.3081368823,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000226408.jpg,0.2999,145582,126558,284518.8,1155,4385.44,37,8.44,665.93,556777.2834123223,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000233370.jpg,0.6320,155512,121914,282184.99,1171,4507.43,38,8.43,664.4,559729.6139620403,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000243204.jpg,0.5577,138084,122436,265248.73,1127,6119.45,38,6.21,1181.99,525929.7605958132,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000261888.jpg,0.3790,152683,121046,278479.3,1171,5993.64,39,6.51,632.31,552361.9098310292,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000262895.jpg,0.6665,159497,117097,281346.16,1171,15680.68,37,2.36,652.67,558363.8888135592,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000281032.jpg,0.5732,158004,121493,284243.3,1171,9755.76,39,4.0,636.52,563990.3,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000289343.jpg,0.1459,151955,122329,284110.96,1171,4702.58,39,8.29,636.3,558515.5872617611,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000297353.jpg,0.9393,139941,115394,262605.05,1115,4499.89,38,8.44,655.68,518058.5334123223,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000314177.jpg,0.3770,134857,122729,262308.31,1127,14620.76,39,2.67,635.7,520268.84183520597,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000329219.jpg,0.6331,154481,120996,280216.51,1171,11131.98,37,3.32,629.41,555994.7148192772,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000333745.jpg,0.5063,144775,128121,284972.57,1171,4654.8,39,8.38,641.03,557987.9017422436,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000365642.jpg,0.4616,141305,123533,277987.4,1171,5696.25,39,6.85,634.93,542971.3854014599,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000383606.jpg,0.4369,139508,114517,270278.74,1127,9309.17,39,4.19,634.18,524542.4034844869,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000384808.jpg,0.3189,120248,123558,248544.88,1127,13853.87,38,2.74,633.27,492715.84350364964,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000393569.jpg,0.4253,139082,122288,266103.99,1127,4583.66,39,8.51,634.0,527591.4988131609,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000394199.jpg,0.7296,137214,118589,260526.46,1127,4576.97,39,8.52,634.41,516446.83089201874,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000425226.jpg,0.6335,139611,118091,272443.62,1127,7049.12,39,5.53,649.64,530326.4518264014,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000458992.jpg,0.6977,137614,114440,256783.26,1127,11267.42,35,3.11,614.31,509158.80340836017,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000464476.jpg,0.6145,148144,112441,273631.59,1127,9479.87,39,4.11,632.16,534459.8990024332,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000465129.jpg,0.5895,138533,116105,267670.67,1127,11113.34,39,3.51,634.36,522593.57028490026,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000481386.jpg,0.4488,142029,114444,267405.79,1171,16337.68,39,2.39,633.42,524297.200041841,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000481567.jpg,0.5561,139435,115258,267734.51,1127,7279.78,39,5.36,639.53,522614.0771641791,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000481573.jpg,0.9777,146756,116803,268295.53,1147,11997.79,39,3.25,658.3,532162.2223076923,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000484415.jpg,0.6810,121414,122116,248268.8,1127,10819.08,37,3.42,635.12,492091.1976608187,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000485844.jpg,0.6094,147522,111660,271658.84,1144,15654.91,39,2.49,655.43,531242.4464257029,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000492937.jpg,0.9414,151334,107863,268678.93,1115,15754.0,38,2.41,655.24,528290.867759336,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000520910.jpg,0.0373,144853,122696,280682.04,1171,7370.41,39,5.29,627.98,548420.0759168243,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000527750.jpg,0.1076,155060,125089,284896.05,1171,9569.06,39,4.08,656.17,565290.1480392157,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000546976.jpg,0.6057,139121,122791,266646.76,1127,10396.0,38,3.66,634.32,528831.9840437159,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000565045.jpg,0.0000,154451,121377,280572.75,1171,4702.88,40,8.51,653.91,556518.2588131609,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000570834.jpg,0.4167,139065,121400,265190.09,1127,4593.91,39,8.49,633.62,525772.8756301532,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000579321.jpg,0.7473,142982,120560,268283.52,1164,10297.66,37,3.59,640.67,532104.0715320335,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000579902.jpg,0.5221,136702,116578,266338.93,1141,13611.44,39,2.87,642.82,519967.3620557491,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,1024,000000580294.jpg,0.6083,140061,115626,264582.02,1144,15814.16,38,2.4,642.46,520685.6866666667,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000002532.jpg,0.2142,20172,31654,63148.33,391,13019.99,36,2.76,1813.75,115336.64884057971,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000003156.jpg,0.6724,11758,37613,53825.25,371,10812.19,37,3.42,644.58,103488.64766081871,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000017899.jpg,0.7004,12670,26565,44173.65,391,13026.12,36,2.76,627.32,83770.9688405797,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000030828.jpg,0.0000,10861,26811,42113.66,351,412.48,4,9.7,629.95,79888.75278350516,1,no bbox in generated output
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000037670.jpg,0.2523,12680,34338,52584.08,391,13784.25,38,2.76,632.46,99964.39884057971,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000054654.jpg,0.4453,10846,24487,39782.28,351,4098.12,38,9.27,639.96,75223.15486515642,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000093437.jpg,0.5456,11967,25759,42175.89,377,4035.41,38,9.42,638.12,80008.04711252653,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000108026.jpg,0.6609,10858,33149,48450.85,351,10081.4,43,4.27,628.43,92692.04203747073,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000123480.jpg,0.5864,29597,31291,72114.52,391,4191.06,39,9.31,647.74,133109.9313856069,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000144333.jpg,0.3637,27549,23389,62148.43,351,6104.78,39,6.39,631.92,113242.9245226917,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000170099.jpg,0.7006,12678,46433,63573.15,391,3789.46,35,9.24,633.31,122792.3751082251,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000173008.jpg,0.6324,13785,33262,61945.25,391,14052.78,44,3.13,633.64,109311.73881789137,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000187243.jpg,0.7370,12675,22567,44099.88,391,7042.7,37,5.25,629.81,79532.35619047619,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000202228.jpg,0.4640,12669,26472,43594.99,391,8308.97,44,5.3,625.98,82924.669245283,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000210299.jpg,0.4685,12675,22584,43405.86,391,12023.88,44,3.66,635.15,78938.08404371585,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000223747.jpg,0.5299,13905,29875,48498.31,357,14052.67,39,2.78,641.51,92638.02223021582,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000226408.jpg,0.5072,12946,31796,51544.26,391,4610.2,43,9.33,632.39,96393.44113612005,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000233370.jpg,0.5865,10842,36371,51652.72,351,7463.86,38,5.09,632.64,99062.18365422398,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000243204.jpg,0.5633,18938,32363,62769.92,391,13831.19,38,2.75,626.23,114434.55636363637,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000261888.jpg,0.3666,10851,24532,39819.53,351,4197.3,39,9.29,633.22,75310.17262648008,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000262895.jpg,0.6636,14897,30368,52870.29,371,13265.38,37,2.79,629.16,98493.71293906811,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000281032.jpg,0.5321,15166,32252,51859.85,351,11748.62,39,3.32,655.28,99579.05481927711,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000289343.jpg,0.1149,14770,37788,63757.76,431,4201.37,39,9.28,633.37,116423.51862068966,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000297353.jpg,0.9355,30077,31619,74895.42,491,4102.13,38,9.26,635.59,136699.41136069113,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000314177.jpg,0.3912,28727,29467,67848.32,391,4185.51,39,9.32,628.77,126149.61613733906,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000329219.jpg,0.6259,10857,24590,39894.83,351,3944.47,34,8.62,627.39,75457.83928074247,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000333745.jpg,0.4742,10842,28612,43901.48,351,4161.25,39,9.37,631.74,83462.2035859125,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000365642.jpg,0.4572,10844,24585,39881.56,351,4116.05,39,9.48,626.77,75416.04523206751,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000383606.jpg,0.4218,22915,18487,52720.62,391,7685.3,39,5.07,653.68,94319.85865877711,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000384808.jpg,0.3301,21574,23346,56146.66,357,13677.94,38,2.78,635.04,101426.37223021583,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000393569.jpg,0.4191,12681,29450,50848.68,391,14178.22,39,2.75,629.12,93343.31636363636,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000394199.jpg,0.7197,21069,30454,55972.95,391,4205.52,39,9.27,632.57,107603.82486515642,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000425226.jpg,0.6520,17298,31369,59660.3,391,4186.09,39,9.32,629.59,108434.59613733906,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000458992.jpg,0.7449,12688,26382,44021.69,391,12647.94,35,2.77,628.22,83452.70083032492,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000464476.jpg,0.6132,11080,24623,40143.0,357,4211.51,39,9.26,627.75,75953.99136069114,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000465129.jpg,0.5516,15811,31713,58831.31,391,14172.73,39,2.75,626.42,106718.94636363637,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000481386.jpg,0.4225,10859,24403,39696.41,351,8520.89,39,4.58,626.33,75176.75061135371,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000481567.jpg,0.5054,12671,27304,44433.93,391,4203.36,39,9.28,629.0,84516.68862068965,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000481573.jpg,0.9554,34280,39530,84658.96,491,14405.82,39,2.71,631.6,158837.9636900369,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000484415.jpg,0.8251,11055,32708,48191.96,357,11147.98,37,3.32,643.11,92256.1648192771,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000485844.jpg,0.5810,11777,33506,49739.24,371,8385.92,39,4.65,630.78,95237.29376344084,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000492937.jpg,0.8863,22030,27194,60671.73,452,5272.0,38,7.21,629.44,110034.42625520112,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000520910.jpg,0.0376,10843,29014,44299.85,351,11074.93,39,3.52,635.53,84440.94090909092,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000527750.jpg,0.1034,13572,29792,47797.47,351,13557.11,39,2.88,627.99,91508.69222222222,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000546976.jpg,0.6072,11083,24824,40360.06,357,11422.84,38,3.33,635.18,76567.3603003003,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000565045.jpg,0.0000,28392,29492,62326.43,371,4252.75,40,9.41,869.19,120316.69992561104,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000570834.jpg,0.4278,14564,31329,55499.19,391,4215.28,39,9.25,635.73,101500.29810810811,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000579321.jpg,0.7382,13617,27582,45649.63,411,10478.21,37,3.53,626.24,87131.91611898018,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000579902.jpg,0.5210,27259,28534,60242.9,431,4210.8,39,9.26,645.11,116143.89136069114,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,256,000000580294.jpg,0.6261,11769,25530,41715.81,371,12158.61,38,3.13,627.28,79334.29881789137,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000002532.jpg,0.2133,65323,61344,131236.21,679,9278.98,39,4.2,657.48,258141.30523809523,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000003156.jpg,0.6714,62949,63913,134073.19,671,4122.32,37,8.98,659.43,261046.54857461023,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000017899.jpg,0.7027,65843,61456,131856.01,679,7988.97,36,4.51,649.56,259376.73949002218,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000030828.jpg,0.0000,66268,62057,132893.4,691,6198.37,39,6.29,661.48,261377.38251192367,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000037670.jpg,0.6646,62820,65168,139966.39,679,14478.87,38,2.62,648.16,268336.069389313,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000054654.jpg,0.4344,67852,67550,142618.15,711,14599.15,38,2.6,663.28,278404.7653846154,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000093437.jpg,0.5331,71239,66717,149952.4,699,5276.55,37,7.01,659.35,288051.0533523538,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000108026.jpg,0.6609,61925,58014,124495.23,691,4233.19,38,8.98,628.01,244545.5885746102,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000123480.jpg,0.5414,60973,60776,126322.74,679,5784.36,39,6.74,650.19,248220.10795252226,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000144333.jpg,0.3593,66537,66940,145474.96,691,7589.4,39,5.14,656.64,279146.51252918283,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000170099.jpg,0.7004,60365,68939,136050.33,679,4184.36,37,8.84,652.07,265467.45217194565,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000173008.jpg,0.6523,64783,62240,131590.75,679,4405.62,39,8.85,651.7,258726.74435028248,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000187243.jpg,0.7280,61892,65000,138867.55,679,4750.45,37,7.79,627.88,265887.91970474966,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000202228.jpg,0.4588,65630,57992,128176.12,679,5279.36,39,7.39,635.63,251933.43799729363,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000210299.jpg,0.4949,52301,65648,129932.9,679,7953.81,39,4.9,1832.45,248085.98163265304,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000223747.jpg,0.5120,70460,61649,136671.27,679,4378.9,39,8.91,665.3,268892.5034455668,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000226408.jpg,0.4999,67240,62614,134417.52,700,4298.86,38,8.84,628.83,264384.6421719457,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000233370.jpg,0.6273,56117,64664,125341.49,691,4336.06,38,8.76,632.03,246236.64525114154,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000243204.jpg,0.5622,69727,61368,135647.32,679,4306.97,38,8.82,650.64,266855.6986848073,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000261888.jpg,0.2956,49720,68786,130505.21,691,5411.16,39,7.21,628.76,249149.90625520112,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000262895.jpg,0.6669,66737,60134,138877.66,691,13521.0,37,2.74,651.58,266113.62350364967,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000281032.jpg,0.5700,70744,58667,141406.54,691,14876.8,39,2.62,660.01,271199.219389313,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000289343.jpg,0.1328,52410,78875,135850.2,685,4384.18,39,8.9,633.24,267247.5595505618,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000297353.jpg,0.9435,57868,60696,125196.81,667,14542.98,38,2.61,661.75,244143.9517624521,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000314177.jpg,0.3760,65706,65338,135606.86,679,9873.76,39,3.95,649.41,266904.024556962,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000329219.jpg,0.6259,66573,62063,133196.52,691,12325.97,37,3.0,627.35,262165.85333333333,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000333745.jpg,0.4841,64676,66988,137365.71,691,4480.24,39,8.7,669.83,269144.6525287356,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000365642.jpg,0.4574,64213,64663,133433.05,691,4420.16,39,8.82,627.56,262422.42868480727,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000383606.jpg,0.4147,44120,65897,121993.63,679,14909.01,39,2.62,632.9,232392.30938931298,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000384808.jpg,0.3168,60540,58953,124051.98,679,4300.73,38,8.84,632.22,243658.10217194568,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000393569.jpg,0.4244,61172,61335,127067.48,679,4478.89,39,8.71,635.89,249689.29056257172,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000394199.jpg,0.7271,59954,64764,136709.74,679,9335.23,39,4.18,652.39,261666.97444976075,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000425226.jpg,0.6384,62500,66504,140982.3,679,9438.92,39,4.13,633.88,270228.4307506053,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000458992.jpg,0.7013,65862,66740,137156.38,679,4132.44,35,8.47,633.0,269876.44375442737,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000464476.jpg,0.5982,61768,65135,131739.08,679,14941.67,39,2.61,1799.42,259025.2217624521,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000465129.jpg,0.5882,66054,62183,132789.92,679,4404.34,39,8.85,636.95,261139.9143502825,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000481386.jpg,0.4529,67227,65673,137455.83,691,4382.88,39,8.9,638.8,270468.1895505618,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000481567.jpg,0.5538,70025,66582,141175.97,679,10861.75,39,3.59,664.49,278061.5215320334,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000481573.jpg,0.9643,70422,58870,133859.07,691,4404.34,39,8.85,626.4,263264.0643502825,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000484415.jpg,0.6676,49334,64708,118811.37,679,14157.78,37,2.61,643.22,233236.5117624521,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000485844.jpg,0.5812,52781,63141,127878.34,671,13720.45,39,2.84,626.97,244152.45267605633,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000492937.jpg,0.9249,67088,57897,135448.35,667,4747.68,38,8.0,659.76,260558.35,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000520910.jpg,0.0372,66727,62059,133350.48,691,4474.93,39,8.72,633.71,262251.15889908257,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000527750.jpg,0.0980,61625,62187,128377.67,691,4933.99,39,7.9,625.08,252316.252278481,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000546976.jpg,0.5994,65374,67003,141745.1,679,4519.95,39,8.63,658.69,274237.9748551564,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000565045.jpg,0.0000,62501,62759,142120.48,691,8713.19,40,4.59,628.66,267598.34492374724,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000570834.jpg,0.4125,65935,58628,129119.76,679,8283.15,39,4.71,632.68,253895.07422505307,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000579321.jpg,0.7427,69602,68547,142721.6,707,4189.11,37,8.83,678.46,280983.8502831257,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000579902.jpg,0.5109,60242,68022,140269.43,689,14996.78,39,2.6,631.85,268918.04538461537,1,
fp5,q3vl,2B,Q4_0,Q8_0,min,576,000000580294.jpg,0.6110,52906,62242,127110.46,671,6377.02,38,5.96,642.23,242426.24523489934,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000002532.jpg,0.1982,221071,89352,314177.82,1127,6023.68,39,6.47,677.45,624755.3795054096,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000003156.jpg,0.6674,342664,192426,547536.46,1144,13618.45,36,2.64,706.54,1083005.2478787878,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000017899.jpg,0.6808,232557,89034,325442.31,1127,15361.89,41,2.67,680.43,647407.841835206,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000030828.jpg,0.0000,217569,82650,314412.93,1171,7186.79,39,5.43,681.33,614816.0920626151,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000037670.jpg,0.2616,241759,103314,348810.96,1127,5945.32,39,6.56,678.39,694036.3990243901,1,
fp5,q3vl,2B,Q8_0,F16,min,1024,000000054654.jpg,0.4334,241474,94024,339249.49,1157,7448.13,38,5.1,678.05,674943.5684313725,1,
